service_type,service_id,num_instances,num_fan_out_reg,num_fan_in_reg,num_fan_out_ill,num_fan_in_ill,num_fan_in_all,num_fan_out_all
regular,07221,6,6,30,0,0,30,6
regular,07222,2458,17,69,0,0,69,17
regular,07223,1,4,0,0,0,0,4
regular,07224,5,2,0,0,0,0,2
regular,07225,2,7,0,0,0,0,7
regular,07226,2,0,0,0,0,0,0
regular,07227,10,4,2,0,0,2,4
regular,07228,6,13,7,0,0,7,13
regular,07229,2,5,0,0,0,0,5
regular,07230,77,3,2,0,0,2,3
regular,07231,2,1,0,0,0,0,1
regular,07232,640,12,7,0,0,7,12
regular,07233,1,2,0,0,0,0,2
regular,07234,1,5,1,0,0,1,5
regular,07235,9,1,0,0,0,0,1
regular,07236,3,2,0,0,0,0,2
regular,07237,55,0,0,0,0,0,0
regular,07238,55,0,0,0,0,0,0
regular,07239,49,1,2,1,0,2,2
regular,07240,2,1,1,0,0,1,1
regular,07241,3,5,2,0,0,2,5
regular,07242,125,8,0,0,0,0,8
regular,07243,759,7,0,0,0,0,7
regular,07244,6579,2,1,0,0,1,2
regular,07245,105,22,0,0,0,0,22
regular,07246,1,0,0,0,0,0,0
regular,07247,3,2,0,0,0,0,2
regular,07248,3,3,1,0,0,1,3
regular,07249,3,4,0,0,0,0,4
regular,07250,3,0,1,0,0,1,0
regular,07251,3,1,0,0,0,0,1
regular,07252,3,2,1,0,0,1,2
regular,07253,3,1,1,0,0,1,1
regular,07254,6,0,0,0,0,0,0
regular,07255,12,3,46,0,0,46,3
regular,07256,2,3,4,0,0,4,3
regular,07257,5,2,7,0,0,7,2
regular,07258,2,2,2,0,0,2,2
regular,07259,1,1,0,0,0,0,1
regular,07260,1,0,0,0,0,0,0
regular,07261,1,0,0,0,0,0,0
regular,07262,1,2,0,0,0,0,2
regular,07263,2,0,1,0,0,1,0
regular,07264,10,2,0,0,0,0,2
regular,07265,2,1,0,0,0,0,1
regular,07266,1,0,0,0,0,0,0
regular,07267,1,0,0,0,0,0,0
regular,07268,1,2,0,0,0,0,2
regular,07269,1,0,0,0,0,0,0
regular,07270,10,3,0,0,0,0,3
regular,07271,32,7,1,0,0,1,7
regular,07272,1,7,1,0,0,1,7
regular,07273,1,1,0,0,0,0,1
regular,07274,1,6,59,0,0,59,6
regular,07275,10,9,1,0,0,1,9
regular,07276,10,4,1,0,0,1,4
regular,07277,22,0,2,0,0,2,0
regular,07278,3,3,0,0,0,0,3
regular,07279,4,6,0,0,0,0,6
regular,07280,3,0,0,0,0,0,0
regular,07281,124,6,0,0,0,0,6
regular,07282,3,2,1,0,0,1,2
regular,07283,575,21,7,0,0,7,21
regular,07284,104,13,135,0,0,135,13
regular,07285,2,4,0,0,0,0,4
regular,07286,18,4,0,0,0,0,4
regular,07287,18,8,0,0,0,0,8
regular,07288,107,13,138,0,0,138,13
regular,07289,47,8,6,0,0,6,8
regular,07290,48,46,5,0,0,5,46
regular,07291,3,3,1,0,0,1,3
regular,07292,44,2,0,0,0,0,2
regular,07293,3,3,1,0,0,1,3
regular,07294,314,19,330,0,1,331,19
regular,07295,6,5,2,0,0,2,5
regular,07296,46,11,25,0,0,25,11
regular,07297,3,1,0,0,0,0,1
regular,07298,43,10,22,0,1,23,10
regular,07299,1,1,0,0,0,0,1
regular,07300,1,9,17,0,0,17,9
regular,07301,307,23,2,0,0,2,23
regular,07302,24,7,2,0,1,3,7
regular,07303,144,8,1,0,0,1,8
regular,07304,3484,19,3,1,1,4,20
regular,07305,16,7,4,0,1,5,7
regular,07306,13589,21,1,0,1,2,21
regular,07307,3,6,1,0,0,1,6
regular,07308,9,6,1,0,0,1,6
regular,07309,3,3,2,0,0,2,3
regular,07310,3,1,0,0,0,0,1
regular,07311,15,13,15,0,1,16,13
regular,07312,3,6,2,0,0,2,6
regular,07313,6,4,6,0,1,7,4
regular,07314,10,1,2,0,0,2,1
regular,07315,20,1,0,0,0,0,1
regular,07316,8,1,0,0,0,0,1
regular,07317,302,28,0,0,0,0,28
regular,07318,1625,21,3,0,0,3,21
regular,07319,30,14,0,0,0,0,14
regular,07320,362,20,0,0,0,0,20
regular,07321,280,19,2,0,0,2,19
regular,07322,51,12,0,0,0,0,12
regular,07323,40,8,0,0,0,0,8
regular,07324,544,25,2,0,0,2,25
regular,07325,12,15,1,0,0,1,15
regular,07326,402,16,1,0,0,1,16
regular,07327,152,13,1,0,0,1,13
regular,07328,2529,30,7,0,0,7,30
regular,07329,500,16,1,0,0,1,16
regular,07330,20,13,0,0,0,0,13
regular,07331,22,31,10,0,0,10,31
regular,07332,54,9,0,0,0,0,9
regular,07333,10,9,2,0,0,2,9
regular,07334,14,16,13,0,0,13,16
regular,07335,1,0,0,0,0,0,0
regular,07336,36,36,1,0,0,1,36
regular,07337,1,4,0,0,0,0,4
regular,07338,35,4,15,0,0,15,4
regular,07339,41,13,7,0,0,7,13
regular,07340,6,3,6,0,0,6,3
regular,07341,10,17,12,0,0,12,17
regular,07342,7,7,5,0,0,5,7
regular,07343,2,0,2,0,0,2,0
regular,07344,35,3,4,0,0,4,3
regular,07345,2,9,0,0,0,0,9
regular,07346,24,10,3,0,0,3,10
regular,07347,10,4,20,0,0,20,4
regular,07348,6,2,3,0,0,3,2
regular,07349,3,5,1,0,0,1,5
regular,07350,22,3,0,0,0,0,3
regular,07351,265,31,0,0,0,0,31
regular,07352,536,3,0,0,0,0,3
regular,07353,10,5,435,0,1,436,5
regular,07354,3,3,0,0,0,0,3
regular,07355,43,16,119,0,0,119,16
regular,07356,106,11,0,0,0,0,11
regular,07357,40,1,0,0,0,0,1
regular,07358,6,8,0,0,0,0,8
regular,07359,10,13,1,0,0,1,13
regular,07360,23,1,1,0,0,1,1
regular,07361,980,16,7,0,0,7,16
regular,07362,100,6,1,0,0,1,6
regular,07363,248,20,8,0,0,8,20
regular,07364,258,7,0,0,0,0,7
regular,07365,552,6,0,0,0,0,6
regular,07366,3,15,0,0,0,0,15
regular,07367,40,2,1,0,0,1,2
regular,07368,16,19,12,0,0,12,19
regular,07369,15066,23,572,0,1,573,23
regular,07370,22,13,1,0,0,1,13
regular,07371,93,8,0,0,0,0,8
regular,07372,30,3,1,0,0,1,3
regular,07373,344,10,30,0,0,30,10
regular,07374,25,9,18,0,0,18,9
regular,07375,1251,7,50,0,0,50,7
regular,07376,9,3,2,0,0,2,3
regular,07377,11474,15,34,0,1,35,15
regular,07378,2071,11,16,0,0,16,11
regular,07379,2900,7,4,0,0,4,7
regular,07380,3567,14,30,0,0,30,14
regular,07381,240,6,10,0,0,10,6
regular,07382,65,7,6,0,0,6,7
regular,07383,80,8,8,0,0,8,8
regular,07384,10,5,0,0,0,0,5
regular,07385,120,2,2,0,0,2,2
regular,07386,285,10,3,11,0,3,21
illfitting,07387,34,3,6,0,0,6,3
illfitting,07388,14,4,3,0,0,3,4
illfitting,07389,59,10,5,0,0,5,10
illfitting,07390,34,2,17,0,0,17,2
illfitting,07391,34,3,3,0,0,3,3
illfitting,07392,26,4,2,0,0,2,4
illfitting,07393,34,2,4,0,0,4,2
illfitting,07394,13,5,7,0,0,7,5
illfitting,07395,34,2,3,0,0,3,2
illfitting,07396,34,2,0,0,0,0,2
illfitting,07397,28,5,6,0,0,6,5
illfitting,07398,27,8,6,0,0,6,8
illfitting,07399,30,7,7,0,0,7,7
illfitting,07400,34,2,7,0,0,7,2
illfitting,07401,34,3,10,0,0,10,3
illfitting,07402,14,5,3,0,0,3,5
illfitting,07403,12,4,1,0,0,1,4
illfitting,07404,34,2,1,0,0,1,2
illfitting,07405,34,4,1,0,0,1,4
illfitting,07406,34,2,1,0,0,1,2
illfitting,07407,12,3,1,0,0,1,3
illfitting,07408,34,3,1,0,0,1,3
illfitting,07409,21,3,4,0,0,4,3
illfitting,07410,17,4,4,0,0,4,4
illfitting,07411,41,5,12,0,0,12,5
illfitting,07412,2,2,1,0,0,1,2
illfitting,07413,32,4,7,0,0,7,4
illfitting,07414,30,4,4,0,0,4,4
illfitting,07415,16,3,4,0,0,4,3
illfitting,07416,12,3,2,0,0,2,3
illfitting,07417,34,2,4,0,0,4,2
illfitting,07418,34,2,4,0,0,4,2
illfitting,07419,34,4,7,0,0,7,4
illfitting,07420,34,4,2,0,0,2,4
illfitting,07421,34,5,3,0,0,3,5
illfitting,07422,51,5,3,0,0,3,5
illfitting,07423,12,3,12,0,0,12,3
illfitting,07424,15,4,4,0,0,4,4
illfitting,07425,34,2,0,0,0,0,2
illfitting,07426,54,4,21,0,0,21,4
illfitting,07427,12,4,3,0,0,3,4
illfitting,07428,34,5,3,0,0,3,5
illfitting,07429,12,3,0,0,0,0,3
illfitting,07430,12,4,1,0,0,1,4
illfitting,07431,12,3,2,0,0,2,3
illfitting,07432,16,5,4,0,0,4,5
illfitting,07433,34,3,11,0,0,11,3
illfitting,07434,34,2,3,0,0,3,2
illfitting,07435,34,3,9,0,0,9,3
illfitting,07436,44,8,7,0,0,7,8
illfitting,07437,14,4,4,0,0,4,4
illfitting,07438,14,4,4,0,0,4,4
illfitting,07439,93,2,2,0,0,2,2
illfitting,07440,36,8,5,0,0,5,8
illfitting,07441,23,8,7,0,0,7,8
illfitting,07442,34,2,2,0,0,2,2
illfitting,07443,34,3,2,0,0,2,3
illfitting,07444,14,3,4,0,0,4,3
illfitting,07445,32,5,7,0,0,7,5
illfitting,07446,32,4,8,0,0,8,4
illfitting,07447,34,3,2,0,0,2,3
illfitting,07448,34,2,2,0,0,2,2
illfitting,07449,34,3,2,0,0,2,3
illfitting,07450,34,2,1,0,0,1,2
illfitting,07451,14,3,1,0,0,1,3
illfitting,07452,12,3,2,0,0,2,3
illfitting,07453,18,3,1,0,0,1,3
illfitting,07454,12,3,1,0,0,1,3
illfitting,07455,20,4,2,0,0,2,4
illfitting,07456,34,5,4,0,0,4,5
illfitting,07457,34,2,2,0,0,2,2
illfitting,07458,38,3,8,0,0,8,3
illfitting,07459,96,10,8,2,1,9,12
illfitting,07460,12,4,2,0,0,2,4
illfitting,07461,14,4,2,0,0,2,4
illfitting,07462,12,4,14,0,0,14,4
illfitting,07463,34,4,4,0,0,4,4
illfitting,07464,80,4,17,0,0,17,4
illfitting,07465,17,7,3,0,0,3,7
illfitting,07466,34,2,9,0,0,9,2
illfitting,07467,34,2,1,0,0,1,2
illfitting,07468,18,5,4,0,0,4,5
illfitting,07469,14,4,4,0,0,4,4
illfitting,07470,16,3,4,0,0,4,3
illfitting,07471,14,3,4,0,0,4,3
illfitting,07472,14,4,4,0,0,4,4
illfitting,07473,16,5,4,0,0,4,5
illfitting,07474,16,3,4,0,0,4,3
illfitting,07475,16,5,4,0,0,4,5
illfitting,07476,16,3,3,0,0,3,3
illfitting,07477,28,4,17,0,0,17,4
illfitting,07478,15,4,3,0,0,3,4
illfitting,07479,14,4,4,0,0,4,4
illfitting,07480,34,3,2,0,0,2,3
illfitting,07481,34,2,2,0,0,2,2
illfitting,07482,76,4,6,0,0,6,4
illfitting,07483,16,4,4,0,0,4,4
illfitting,07484,234,9,22,0,0,22,9
illfitting,07485,47,4,2,0,0,2,4
illfitting,07486,34,2,2,0,0,2,2
illfitting,07487,34,3,2,0,0,2,3
illfitting,07488,34,4,6,0,0,6,4
illfitting,07489,36,5,5,0,0,5,5
illfitting,07490,12,5,5,0,0,5,5
illfitting,07491,34,3,0,0,0,0,3
illfitting,07492,116,4,3,0,0,3,4
illfitting,07493,474,10,27,1,1,28,11
illfitting,07494,37,4,26,0,0,26,4
illfitting,07495,34,4,27,0,0,27,4
illfitting,07496,34,4,10,0,0,10,4
illfitting,07497,34,5,27,0,0,27,5
illfitting,07498,35,4,27,0,0,27,4
illfitting,07499,34,2,11,0,0,11,2
illfitting,07500,34,5,13,0,0,13,5
illfitting,07501,23,8,6,0,0,6,8
illfitting,07502,22,8,6,0,0,6,8
illfitting,07503,36,4,15,0,0,15,4
illfitting,07504,34,4,11,0,0,11,4
illfitting,07505,14,3,4,0,0,4,3
illfitting,07506,14,4,4,0,0,4,4
illfitting,07507,34,2,4,0,0,4,2
illfitting,07508,31,6,4,0,0,4,6
illfitting,07509,34,6,4,0,0,4,6
illfitting,07510,44,7,30,0,0,30,7
illfitting,07511,131,5,3,0,0,3,5
illfitting,07512,30,3,7,0,0,7,3
illfitting,07513,12,5,11,0,0,11,5
illfitting,07514,12,3,10,0,0,10,3
illfitting,07515,34,2,7,0,0,7,2
illfitting,07516,16,4,4,0,0,4,4
illfitting,07517,429,7,4,0,0,4,7
illfitting,07518,36,5,4,0,0,4,5
illfitting,07519,17,5,4,0,0,4,5
illfitting,07520,34,3,2,0,0,2,3
illfitting,07521,17,5,3,0,0,3,5
illfitting,07522,34,4,8,0,0,8,4
illfitting,07523,39,3,18,0,0,18,3
illfitting,07524,16,6,3,0,0,3,6
illfitting,07525,325,5,3,0,0,3,5
illfitting,07526,12,4,11,0,0,11,4
illfitting,07527,34,2,4,0,0,4,2
illfitting,07528,34,2,0,0,0,0,2
illfitting,07529,16,4,4,0,0,4,4
illfitting,07530,16,4,4,0,0,4,4
illfitting,07531,14,4,4,0,0,4,4
illfitting,07532,14,4,4,0,0,4,4
illfitting,07533,34,2,2,0,0,2,2
illfitting,07534,16,4,3,0,0,3,4
illfitting,07535,34,2,2,0,0,2,2
illfitting,07536,38,3,4,0,0,4,3
illfitting,07537,34,2,0,0,0,0,2
illfitting,07538,42,3,15,0,0,15,3
illfitting,07539,27,10,10,0,0,10,10
illfitting,07540,34,2,9,0,0,9,2
illfitting,07541,15,3,4,0,0,4,3
illfitting,07542,16,4,4,0,0,4,4
illfitting,07543,15,4,4,0,0,4,4
illfitting,07544,16,5,4,0,0,4,5
illfitting,07545,16,3,4,0,0,4,3
illfitting,07546,16,3,4,0,0,4,3
illfitting,07547,13,4,4,0,0,4,4
illfitting,07548,312,8,4,0,0,4,8
illfitting,07549,37,5,2,0,0,2,5
illfitting,07550,92,9,7,0,0,7,9
illfitting,07551,14,3,3,0,0,3,3
illfitting,07552,34,6,9,0,0,9,6
illfitting,07553,36,5,13,0,0,13,5
illfitting,07554,34,5,5,0,0,5,5
illfitting,07555,32,2,2,0,0,2,2
illfitting,07556,16,3,4,0,0,4,3
illfitting,07557,12,5,4,0,0,4,5
illfitting,07558,34,2,2,0,0,2,2
illfitting,07559,34,4,5,0,0,5,4
illfitting,07560,34,2,5,0,0,5,2
illfitting,07561,34,3,6,0,0,6,3
illfitting,07562,34,1,6,0,0,6,1
illfitting,07563,35,2,5,0,0,5,2
illfitting,07564,34,5,0,0,0,0,5
illfitting,07565,34,3,2,0,0,2,3
illfitting,07566,34,2,2,0,0,2,2
illfitting,07567,34,3,2,0,0,2,3
illfitting,07568,36,2,2,0,0,2,2
illfitting,07569,34,2,0,0,0,0,2
illfitting,07570,14,4,4,0,0,4,4
illfitting,07571,14,4,4,0,0,4,4
illfitting,07572,14,4,4,0,0,4,4
illfitting,07573,34,2,0,0,0,0,2
illfitting,07574,34,2,6,0,0,6,2
illfitting,07575,16,5,4,0,0,4,5
illfitting,07576,16,3,4,0,0,4,3
illfitting,07577,16,4,4,0,0,4,4
illfitting,07578,16,3,4,0,0,4,3
illfitting,07579,15,4,4,0,0,4,4
illfitting,07580,16,4,4,0,0,4,4
illfitting,07581,16,4,4,0,0,4,4
illfitting,07582,16,3,4,0,0,4,3
illfitting,07583,16,5,4,0,0,4,5
illfitting,07584,35,7,8,0,0,8,7
illfitting,07585,26,4,4,0,0,4,4
illfitting,07586,32,4,4,0,0,4,4
illfitting,07587,65,5,8,0,0,8,5
illfitting,07588,31,9,2,0,0,2,9
illfitting,07589,60,4,8,0,0,8,4
illfitting,07590,64,4,7,0,0,7,4
illfitting,07591,32,3,8,0,0,8,3
illfitting,07592,36,5,10,0,0,10,5
illfitting,07593,38,6,18,0,0,18,6
illfitting,07594,36,5,9,0,0,9,5
illfitting,07595,33,4,7,0,0,7,4
illfitting,07596,18,5,7,0,0,7,5
illfitting,07597,14,5,3,0,0,3,5
illfitting,07598,16,6,4,0,0,4,6
illfitting,07599,58,5,3,0,0,3,5
illfitting,07600,195,10,5,1,1,6,11
illfitting,07601,34,3,4,0,0,4,3
illfitting,07602,51,9,5,0,0,5,9
illfitting,07603,34,2,0,0,0,0,2
illfitting,07604,41,6,11,0,0,11,6
illfitting,07605,34,6,16,0,0,16,6
illfitting,07606,34,6,14,0,0,14,6
illfitting,07607,78,4,6,0,0,6,4
illfitting,07608,34,4,4,0,0,4,4
illfitting,07609,34,3,10,0,0,10,3
illfitting,07610,16,4,4,0,0,4,4
illfitting,07611,18,4,4,0,0,4,4
illfitting,07612,16,4,4,0,0,4,4
illfitting,07613,16,4,4,0,0,4,4
illfitting,07614,16,4,4,0,0,4,4
illfitting,07615,16,4,4,0,0,4,4
illfitting,07616,16,4,4,0,0,4,4
illfitting,07617,16,4,4,0,0,4,4
illfitting,07618,34,4,0,0,0,0,4
illfitting,07619,45,3,17,0,0,17,3
illfitting,07620,42,3,17,0,0,17,3
illfitting,07621,38,4,18,0,0,18,4
illfitting,07622,40,4,17,0,0,17,4
illfitting,07623,34,2,4,0,0,4,2
illfitting,07624,36,6,15,0,0,15,6
illfitting,07625,62,4,6,0,0,6,4
illfitting,07626,14,7,3,0,0,3,7
illfitting,07627,16,3,3,0,0,3,3
illfitting,07628,34,3,7,0,0,7,3
illfitting,07629,302,7,5,0,0,5,7
illfitting,07630,186,7,5,0,0,5,7
illfitting,07631,304,7,1,0,0,1,7
illfitting,07632,218,14,9,1,2,11,15
illfitting,07633,198,15,8,1,1,9,16
illfitting,07634,34,2,4,0,0,4,2
illfitting,07635,109,15,12,1,1,13,16
illfitting,07636,766,7,18,0,0,18,7
illfitting,07637,3004,12,7,4,4,11,16
illfitting,07638,34,2,1,0,0,1,2
illfitting,07639,34,3,4,0,0,4,3
illfitting,07640,34,2,0,0,0,0,2
illfitting,07641,34,3,3,0,0,3,3
illfitting,07642,34,4,3,0,0,3,4
regular,07643,5,0,0,0,0,0,0
regular,07644,12,1,0,0,0,0,1
regular,07645,2,1,0,0,0,0,1
regular,07646,1,1,0,0,0,0,1
regular,07647,1,0,0,0,0,0,0
regular,07648,6,3,1,0,0,1,3
regular,07649,5,0,0,0,0,0,0
regular,07650,2,0,0,0,0,0,0
regular,07651,20,8,2,0,0,2,8
regular,07652,3,0,1,0,0,1,0
regular,07653,1,1,0,0,0,0,1
regular,07654,82,23,12,0,1,13,23
regular,07655,12,1,0,0,0,0,1
regular,07656,3,1,0,0,0,0,1
regular,07657,3,4,1,0,0,1,4
regular,07658,1,8,0,0,0,0,8
regular,07659,62,20,16,0,0,16,20
regular,07660,20,9,7,0,0,7,9
regular,07661,20,20,0,0,0,0,20
regular,07662,2,0,0,0,0,0,0
regular,07663,15,4,3,0,0,3,4
regular,07664,9,1,4,0,0,4,1
regular,07665,8993,25,3,0,0,3,25
regular,07666,873,8,2,0,0,2,8
regular,07667,1281,18,1,0,0,1,18
regular,07668,2,5,0,0,0,0,5
regular,07669,3,0,1,0,0,1,0
regular,07670,3,2,2,0,0,2,2
regular,07671,3,2,1,0,0,1,2
regular,07672,2,1,1,0,0,1,1
regular,07673,3,6,2,0,0,2,6
regular,07674,3,4,2,0,0,2,4
regular,07675,3,3,1,0,0,1,3
regular,07676,3,1,1,0,0,1,1
regular,07677,3,2,2,0,0,2,2
regular,07678,2,1,1,0,0,1,1
regular,07679,2,5,1,0,0,1,5
regular,07680,3,3,1,0,0,1,3
regular,07681,20,6,3,0,0,3,6
regular,07682,59,8,3,0,0,3,8
regular,07683,283,11,257,0,0,257,11
regular,07684,589,21,4,0,0,4,21
regular,07685,3,6,1,0,0,1,6
regular,07686,3,6,1,0,0,1,6
regular,07687,38,16,2,0,0,2,16
regular,07688,2,7,0,0,0,0,7
regular,07689,7,2,0,0,0,0,2
regular,07690,2,0,0,0,0,0,0
regular,07691,4,0,0,0,0,0,0
regular,07692,3,4,0,0,0,0,4
regular,07693,3,2,0,0,0,0,2
regular,07694,3,3,2,0,0,2,3
regular,07695,3,0,1,0,0,1,0
regular,07696,10,1,0,0,0,0,1
regular,07697,11,0,1,0,0,1,0
regular,07698,5,1,0,0,0,0,1
regular,07699,15,14,1,0,0,1,14
regular,07700,13,2,1,0,0,1,2
regular,07701,89,5,1,0,0,1,5
regular,07702,63,8,1,0,0,1,8
regular,07703,13,9,20,0,0,20,9
regular,07704,9,4,1,0,0,1,4
regular,07705,13,3,1,0,0,1,3
regular,07706,26,4,2,0,0,2,4
regular,07707,5,3,0,0,0,0,3
regular,07708,29,2,1,0,0,1,2
regular,07709,3,5,1,0,0,1,5
regular,07710,1,3,0,0,0,0,3
regular,07711,1,2,0,0,0,0,2
regular,07712,269,17,3,0,0,3,17
regular,07713,230,11,0,0,0,0,11
regular,07714,5,1,0,0,0,0,1
regular,07715,25,10,0,0,0,0,10
regular,07716,858,11,0,0,0,0,11
regular,07717,1,11,0,0,0,0,11
regular,07718,100,9,0,0,0,0,9
regular,07719,1,6,0,0,0,0,6
regular,07720,2,2,0,0,0,0,2
regular,07721,22112,29,61,0,1,62,29
regular,07722,21957,28,420,0,0,420,28
regular,07723,58,13,2,0,0,2,13
regular,07724,3,3,1,0,0,1,3
regular,07725,20,7,1,0,0,1,7
regular,07726,7,4,0,0,0,0,4
regular,07727,800,16,0,0,0,0,16
regular,07728,1,4,0,0,0,0,4
regular,07729,4400,18,0,0,0,0,18
regular,07730,107,5,0,0,0,0,5
regular,07731,15764,33,0,0,0,0,33
regular,07732,50,19,0,0,0,0,19
regular,07733,43358,24,15,0,0,15,24
regular,07734,53,10,0,0,0,0,10
regular,07735,6,3,4,0,0,4,3
regular,07736,132,4,5,0,0,5,4
regular,07737,1,2,3,0,0,3,2
regular,07738,1,3,0,0,0,0,3
regular,07739,1,2,0,0,0,0,2
regular,07740,1145,20,0,0,0,0,20
regular,07741,1,2,0,0,0,0,2
regular,07742,1,1,0,0,0,0,1
regular,07743,23,5,0,0,0,0,5
regular,07744,3,0,0,0,0,0,0
regular,07745,3,0,0,0,0,0,0
regular,07746,80,3,0,0,0,0,3
regular,07747,3,2,0,0,0,0,2
regular,07748,20,3,0,0,0,0,3
regular,07749,1,4,0,0,0,0,4
regular,07750,2,6,0,0,0,0,6
regular,07751,128,20,0,0,0,0,20
regular,07752,14,9,0,0,0,0,9
regular,07753,3,3,0,0,0,0,3
regular,07754,45,16,1,0,0,1,16
regular,07755,62,29,1,0,0,1,29
regular,07756,3,7,0,0,0,0,7
regular,07757,66,15,0,0,0,0,15
regular,07758,120,16,0,0,0,0,16
regular,07759,2,14,0,0,0,0,14
regular,07760,10,10,0,0,0,0,10
regular,07761,36,22,0,0,0,0,22
regular,07762,204,23,0,0,0,0,23
regular,07763,14,16,0,0,0,0,16
regular,07764,60,32,0,0,0,0,32
regular,07765,2,7,0,0,0,0,7
regular,07766,1,1,0,0,0,0,1
regular,07767,1,3,0,0,0,0,3
regular,07768,4,3,0,0,0,0,3
regular,07769,20,22,0,0,0,0,22
regular,07770,36,34,0,0,0,0,34
regular,07771,8,3,0,0,0,0,3
regular,07772,4,3,0,0,0,0,3
regular,07773,2,3,0,0,0,0,3
regular,07774,6,27,0,0,0,0,27
regular,07775,4,4,0,0,0,0,4
regular,07776,22,3,0,0,0,0,3
regular,07777,2,4,0,0,0,0,4
regular,07778,6,8,0,0,0,0,8
regular,07779,16,14,0,0,0,0,14
regular,07780,16,4,0,0,0,0,4
regular,07781,5,8,0,0,0,0,8
regular,07782,202,14,0,0,0,0,14
regular,07783,5,3,0,0,0,0,3
regular,07784,10,23,0,0,0,0,23
regular,07785,10,9,0,0,0,0,9
regular,07786,3,2,0,0,0,0,2
regular,07787,8,6,0,0,0,0,6
regular,07788,88,10,0,0,0,0,10
regular,07789,4,4,0,0,0,0,4
regular,07790,2,6,0,0,0,0,6
regular,07791,2,5,0,0,0,0,5
regular,07792,12,8,0,0,0,0,8
regular,07793,10,7,3,0,0,3,7
regular,07794,8,0,0,0,0,0,0
regular,07795,9,1,17,0,0,17,1
regular,07796,15,5,25,0,0,25,5
regular,07797,1,4,0,0,0,0,4
regular,07798,2,2,0,0,0,0,2
regular,07799,3,1,0,0,0,0,1
regular,07800,40,0,10,0,0,10,0
regular,07801,5,0,0,0,0,0,0
regular,07802,30,0,3,0,0,3,0
regular,07803,20,3,0,0,0,0,3
regular,07804,3,1,1,0,0,1,1
regular,07805,12,2,2,0,0,2,2
regular,07806,3,2,0,0,0,0,2
regular,07807,44,3,2,0,0,2,3
regular,07808,7,1,0,0,0,0,1
regular,07809,5,1,3,0,0,3,1
regular,07810,19,11,4,0,0,4,11
regular,07811,7,4,1,0,0,1,4
regular,07812,6,3,1,0,0,1,3
regular,07813,150,10,1,0,0,1,10
regular,07814,2,6,0,0,0,0,6
regular,07815,5,8,4,0,0,4,8
regular,07816,6,14,6,0,0,6,14
regular,07817,92,0,0,0,0,0,0
regular,07818,2,1,0,0,0,0,1
regular,07819,4,10,2,0,0,2,10
regular,07820,5,7,10,0,0,10,7
regular,07821,6,1,0,0,0,0,1
regular,07822,193,17,12,0,0,12,17
regular,07823,3,1,0,0,0,0,1
regular,07824,54,6,13,0,0,13,6
regular,07825,22,7,4,0,0,4,7
regular,07826,9,6,13,0,0,13,6
regular,07827,1,3,0,0,0,0,3
regular,07828,10,0,1,0,0,1,0
regular,07829,10,2,2,0,0,2,2
regular,07830,36,5,1,0,0,1,5
regular,07831,372,8,16,0,0,16,8
regular,07832,51,0,0,0,0,0,0
regular,07833,1,0,1,0,0,1,0
regular,07834,51,9,2,0,0,2,9
regular,07835,89,8,3,0,0,3,8
regular,07836,51,3,1,0,0,1,3
regular,07837,89,66,5,0,0,5,66
regular,07838,15,9,3,0,0,3,9
regular,07839,502,28,7,0,0,7,28
regular,07840,3,1,0,0,0,0,1
regular,07841,52,7,3,0,0,3,7
regular,07842,1179,12,170,0,2543,2713,12
regular,07843,11,15,0,0,0,0,15
regular,07844,10,5,1,0,0,1,5
regular,07845,10,0,1,0,0,1,0
regular,07846,10,0,0,0,0,0,0
regular,07847,10,1,1,0,0,1,1
regular,07848,10,0,1,0,0,1,0
regular,07849,15,6,1,0,0,1,6
regular,07850,10,0,1,0,0,1,0
regular,07851,10,4,1,0,0,1,4
regular,07852,10,2,2,0,0,2,2
regular,07853,10,4,2,0,0,2,4
regular,07854,10,1,2,0,0,2,1
regular,07855,10,1,1,0,0,1,1
regular,07856,10,3,1,0,0,1,3
regular,07857,10,6,2,0,0,2,6
regular,07858,10,1,1,0,0,1,1
regular,07859,60,2,0,0,0,0,2
regular,07860,2,1,0,0,0,0,1
regular,07861,2,0,0,0,0,0,0
regular,07862,3,0,0,0,0,0,0
regular,07863,5,2,1,0,0,1,2
regular,07864,3,0,0,0,0,0,0
regular,07865,1,0,0,0,0,0,0
regular,07866,2,0,0,0,0,0,0
regular,07867,4,0,2,0,0,2,0
regular,07868,1,0,0,0,0,0,0
regular,07869,4,0,0,0,0,0,0
regular,07870,6,2,1,0,0,1,2
regular,07871,10,0,0,0,0,0,0
regular,07872,10,3,17,0,0,17,3
regular,07873,10,1,2,0,0,2,1
regular,07874,10,4,0,0,0,0,4
regular,07875,4,12,3,0,0,3,12
regular,07876,5,5,0,0,0,0,5
regular,07877,2,5,0,0,0,0,5
regular,07878,6,8,0,0,0,0,8
regular,07879,13,10,11,0,0,11,10
regular,07880,51,6,1,0,0,1,6
regular,07881,372,34,1,0,0,1,34
regular,07882,3,5,2,0,0,2,5
regular,07883,3,7,1,0,0,1,7
regular,07884,3,6,1,0,0,1,6
regular,07885,3,2,1,0,0,1,2
regular,07886,3,6,1,0,0,1,6
regular,07887,3,6,2,0,0,2,6
regular,07888,3,6,2,0,0,2,6
regular,07889,3,5,2,0,0,2,5
